prompt,target
Predict the bandgap crystal of the following SMILES: c1cc(C(*)=O)ccc1N*,2.6498
Predict the bandgap crystal of the following SMILES: c1cc(C(=O)*)ccc1N*,2.6498
Predict the bandgap crystal of the following SMILES: c1c(N*)ccc(C(=O)*)c1,2.6498
Predict the bandgap crystal of the following SMILES: c1cc(C(*)=O)ccc1N*,2.6498
Predict the bandgap crystal of the following SMILES: c1(N*)ccc(C(*)=O)cc1,2.6498
Predict the bandgap crystal of the following SMILES: c1cc(N*)ccc1C(=O)*,2.6498
Predict the bandgap crystal of the following SMILES: N(c1ccc(C(*)=O)cc1)*,2.6498
Predict the bandgap crystal of the following SMILES: c1cc(C(*)=O)ccc1N*,2.6498
Predict the bandgap crystal of the following SMILES: c1c(N*)ccc(C(=O)*)c1,2.6498
Predict the bandgap crystal of the following SMILES: c1(N*)ccc(C(*)=O)cc1,2.6498
Predict the bandgap crystal of the following SMILES: c1c(C(*)=O)ccc(N*)c1,2.6498
Predict the bandgap crystal of the following SMILES: c1(C(*)=O)ccc(N*)cc1,2.6498
Predict the bandgap crystal of the following SMILES: c1c(C(=O)*)ccc(N*)c1,2.6498
Predict the bandgap crystal of the following SMILES: c1(N*)ccc(C(=O)*)cc1,2.6498
Predict the bandgap crystal of the following SMILES: C(OC(c1ccc(C(O*)=O)cc1)=O)C(CCC)C(CCC)C*,4.4708
Predict the bandgap crystal of the following SMILES: c1c(C(O*)=O)ccc(C(=O)OCC(C(C*)CCC)CCC)c1,4.4708
Predict the bandgap crystal of the following SMILES: O=C(c1ccc(C(O*)=O)cc1)OCC(C(C*)CCC)CCC,4.4708
Predict the bandgap crystal of the following SMILES: C(CC)C(COC(=O)c1ccc(C(=O)O*)cc1)C(C*)CCC,4.4708
Predict the bandgap crystal of the following SMILES: *CC(CCC)C(COC(c1ccc(C(=O)O*)cc1)=O)CCC,4.4708
Predict the bandgap crystal of the following SMILES: C(O*)(c1ccc(C(=O)OCC(C(CCC)C*)CCC)cc1)=O,4.4708
Predict the bandgap crystal of the following SMILES: c1cc(C(OCC(C(CCC)C*)CCC)=O)ccc1C(=O)O*,4.4708
Predict the bandgap crystal of the following SMILES: C(CC(C(CCC)C*)COC(=O)c1ccc(C(O*)=O)cc1)C,4.4708
Predict the bandgap crystal of the following SMILES: C(=O)(c1ccc(C(OCC(CCC)C(CCC)C*)=O)cc1)O*,4.4708
Predict the bandgap crystal of the following SMILES: c1c(C(OCC(CCC)C(CCC)C*)=O)ccc(C(O*)=O)c1,4.4708
Predict the bandgap crystal of the following SMILES: C(C(C*)CCC)(CCC)COC(c1ccc(C(=O)O*)cc1)=O,4.4708
Predict the bandgap crystal of the following SMILES: CCCC(C(CCC)C*)COC(c1ccc(C(O*)=O)cc1)=O,4.4708
Predict the bandgap crystal of the following SMILES: c1cc(C(OCC(CCC)C(CCC)C*)=O)ccc1C(=O)O*,4.4708
Predict the bandgap crystal of the following SMILES: c1cc(C(OCC(CCC)C(CCC)C*)=O)ccc1C(O*)=O,4.4708
Predict the bandgap crystal of the following SMILES: CCCC(C*)C(COC(c1ccc(C(=O)O*)cc1)=O)CCC,4.4708
Predict the bandgap crystal of the following SMILES: C(C(C(COC(c1ccc(C(O*)=O)cc1)=O)CCC)CCC)*,4.4708
Predict the bandgap crystal of the following SMILES: c1cc(C(OCC(CCC)C(C*)CCC)=O)ccc1C(O*)=O,4.4708
Predict the bandgap crystal of the following SMILES: C(=O)(OCC(C(CCC)C*)CCC)c1ccc(C(O*)=O)cc1,4.4708
Predict the bandgap crystal of the following SMILES: C(=O)(c1ccc(C(=O)O*)cc1)OCC(CCC)C(C*)CCC,4.4708
Predict the bandgap crystal of the following SMILES: c1c(C(OCC(C(CCC)C*)CCC)=O)ccc(C(=O)O*)c1,4.4708
Predict the bandgap crystal of the following SMILES: O=C(C1CCC(C(=O)OCC*)CC1)O*,6.4481
Predict the bandgap crystal of the following SMILES: *CCOC(C1CCC(C(O*)=O)CC1)=O,6.4481
Predict the bandgap crystal of the following SMILES: C(COC(C1CCC(C(=O)O*)CC1)=O)*,6.4481
Predict the bandgap crystal of the following SMILES: *CCOC(C1CCC(C(O*)=O)CC1)=O,6.4481
Predict the bandgap crystal of the following SMILES: *OC(C1CCC(C(OCC*)=O)CC1)=O,6.4481
Predict the bandgap crystal of the following SMILES: C1(C(=O)OCC*)CCC(C(=O)O*)CC1,6.4481
Predict the bandgap crystal of the following SMILES: C(*)COC(C1CCC(C(O*)=O)CC1)=O,6.4481
Predict the bandgap crystal of the following SMILES: C(O*)(=O)C1CCC(C(OCC*)=O)CC1,6.4481
Predict the bandgap crystal of the following SMILES: O(C(C1CCC(C(OCC*)=O)CC1)=O)*,6.4481
Predict the bandgap crystal of the following SMILES: O(C(=O)C1CCC(C(O*)=O)CC1)CC*,6.4481
Predict the bandgap crystal of the following SMILES: C1C(C(=O)O*)CCC(C(=O)OCC*)C1,6.4481
Predict the bandgap crystal of the following SMILES: *OC(C1CCC(C(=O)OCC*)CC1)=O,6.4481
Predict the bandgap crystal of the following SMILES: C1C(C(OCC*)=O)CCC(C(=O)O*)C1,6.4481
Predict the bandgap crystal of the following SMILES: *OC(=O)C1CCC(C(OCC*)=O)CC1,6.4481
Predict the bandgap crystal of the following SMILES: O(*)C(=O)C1CCC(C(OCC*)=O)CC1,6.4481
Predict the bandgap crystal of the following SMILES: C1CC(C(O*)=O)CCC1C(OCC*)=O,6.4481
Predict the bandgap crystal of the following SMILES: C(C*)OC(=O)C1CCC(C(=O)O*)CC1,6.4481
Predict the bandgap crystal of the following SMILES: C1(C(=O)O*)CCC(C(OCC*)=O)CC1,6.4481
Predict the bandgap crystal of the following SMILES: C1(C(=O)O*)CCC(C(=O)OCC*)CC1,6.4481
Predict the bandgap crystal of the following SMILES: C(C*)OC(=O)C1CCC(C(=O)O*)CC1,6.4481
Predict the bandgap crystal of the following SMILES: c1c2cc(C(C#C*)=C(c3cnc4ccccc4c3)*)cnc2ccc1,0.5725
Predict the bandgap crystal of the following SMILES: c12c(ncc(C(C#C*)=C(c3cnc4ccccc4c3)*)c1)cccc2,0.5725
Predict the bandgap crystal of the following SMILES: c1c2ncc(C(C#C*)=C(*)c3cc4c(nc3)cccc4)cc2ccc1,0.5725
Predict the bandgap crystal of the following SMILES: C(#C*)C(c1cc2c(cccc2)nc1)=C(c1cc2ccccc2nc1)*,0.5725
Predict the bandgap crystal of the following SMILES: c1(C(C#C*)=C(*)c2cnc3ccccc3c2)cc2ccccc2nc1,0.5725
Predict the bandgap crystal of the following SMILES: c1ccc2ncc(C(C#C*)=C(c3cc4ccccc4nc3)*)cc2c1,0.5725
Predict the bandgap crystal of the following SMILES: c1(C(*)=C(C#C*)c2cc3c(cccc3)nc2)cc2ccccc2nc1,0.5725
Predict the bandgap crystal of the following SMILES: c12cc(C(=C(c3cnc4c(cccc4)c3)C#C*)*)cnc1cccc2,0.5725
Predict the bandgap crystal of the following SMILES: c1c(C(=C(c2cnc3ccccc3c2)*)C#C*)cc2ccccc2n1,0.5725
Predict the bandgap crystal of the following SMILES: c1ccc2cc(C(C#C*)=C(*)c3cnc4c(cccc4)c3)cnc2c1,0.5725
Predict the bandgap crystal of the following SMILES: c1ccc2ncc(C(*)=C(c3cc4c(nc3)cccc4)C#C*)cc2c1,0.5725
Predict the bandgap crystal of the following SMILES: c1cccc2ncc(C(C#C*)=C(*)c3cc4ccccc4nc3)cc12,0.5725
Predict the bandgap crystal of the following SMILES: c1c2c(ncc1C(=C(C#C*)c1cc3c(cccc3)nc1)*)cccc2,0.5725
Predict the bandgap crystal of the following SMILES: c1ccc2c(c1)ncc(C(=C(c1cc3c(nc1)cccc3)C#C*)*)c2,0.5725
Predict the bandgap crystal of the following SMILES: c1(C(C#C*)=C(*)c2cnc3ccccc3c2)cc2c(cccc2)nc1,0.5725
Predict the bandgap crystal of the following SMILES: c1cccc2c1cc(C(C#C*)=C(c1cc3c(cccc3)nc1)*)cn2,0.5725
Predict the bandgap crystal of the following SMILES: *C(=C(c1cnc2ccccc2c1)C#C*)c1cnc2ccccc2c1,0.5725
Predict the bandgap crystal of the following SMILES: c12c(cccc1)cc(C(=C(c1cnc3ccccc3c1)C#C*)*)cn2,0.5725
Predict the bandgap crystal of the following SMILES: c1ccc2ncc(C(=C(c3cnc4c(c3)cccc4)C#C*)*)cc2c1,0.5725
Predict the bandgap crystal of the following SMILES: c12cc(C(*)=C(c3cnc4ccccc4c3)C#C*)cnc1cccc2,0.5725
Predict the bandgap crystal of the following SMILES: C1C(CC(=O)OC(C*)*)CCC1,6.4741
Predict the bandgap crystal of the following SMILES: *C(OC(CC1CCCC1)=O)C*,6.4741
Predict the bandgap crystal of the following SMILES: C1CC(CC(=O)OC(*)C*)CC1,6.4741
Predict the bandgap crystal of the following SMILES: C1CCCC1CC(OC(C*)*)=O,6.4741
Predict the bandgap crystal of the following SMILES: C(=O)(CC1CCCC1)OC(*)C*,6.4741
Predict the bandgap crystal of the following SMILES: C1CC(CC(OC(*)C*)=O)CC1,6.4741
Predict the bandgap crystal of the following SMILES: C1CC(CC(OC(C*)*)=O)CC1,6.4741
Predict the bandgap crystal of the following SMILES: O(C(*)C*)C(=O)CC1CCCC1,6.4741
Predict the bandgap crystal of the following SMILES: C(OC(=O)CC1CCCC1)(C*)*,6.4741
Predict the bandgap crystal of the following SMILES: C1(CC(=O)OC(C*)*)CCCC1,6.4741
Predict the bandgap crystal of the following SMILES: C1CCC(CC(OC(*)C*)=O)C1,6.4741
Predict the bandgap crystal of the following SMILES: C1CCCC1CC(=O)OC(*)C*,6.4741
Predict the bandgap crystal of the following SMILES: C1C(CC(OC(C*)*)=O)CCC1,6.4741
Predict the bandgap crystal of the following SMILES: C(OC(*)C*)(CC1CCCC1)=O,6.4741
Predict the bandgap crystal of the following SMILES: *CC(*)OC(CC1CCCC1)=O,6.4741
Predict the bandgap crystal of the following SMILES: C(OC(=O)CC1CCCC1)(C*)*,6.4741
Predict the bandgap crystal of the following SMILES: C1CCC(CC(OC(C*)*)=O)C1,6.4741
Predict the bandgap crystal of the following SMILES: C(C1CCCC1)C(OC(*)C*)=O,6.4741
Predict the bandgap crystal of the following SMILES: C1CC(CC(OC(*)C*)=O)CC1,6.4741
Predict the bandgap crystal of the following SMILES: C(OC(CC1CCCC1)=O)(C*)*,6.4741
Predict the bandgap crystal of the following SMILES: C(CCCCCCOC(=O)CCCCC(O*)=O)CCC*,6.718
Predict the bandgap crystal of the following SMILES: O(CCCCCCCCCC*)C(=O)CCCCC(O*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(CCC(OCCCCCCCCCC*)=O)CC(O*)=O,6.718
Predict the bandgap crystal of the following SMILES: *OC(CCCCC(OCCCCCCCCCC*)=O)=O,6.718
Predict the bandgap crystal of the following SMILES: O(C(CCCCC(=O)O*)=O)CCCCCCCCCC*,6.718
Predict the bandgap crystal of the following SMILES: *CCCCCCCCCCOC(CCCCC(=O)O*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(CCC(OCCCCCCCCCC*)=O)CC(=O)O*,6.718
Predict the bandgap crystal of the following SMILES: C(=O)(OCCCCCCCCCC*)CCCCC(=O)O*,6.718
Predict the bandgap crystal of the following SMILES: C(CCCCC*)CCCCOC(CCCCC(=O)O*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(C(OCCCCCCCCCC*)=O)CCCC(O*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(CC*)CCCCCCCOC(CCCCC(=O)O*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(CCCCCCCCCOC(CCCCC(=O)O*)=O)*,6.718
Predict the bandgap crystal of the following SMILES: C(=O)(CCCCC(OCCCCCCCCCC*)=O)O*,6.718
Predict the bandgap crystal of the following SMILES: C(CCCCCCOC(=O)CCCCC(=O)O*)CCC*,6.718
Predict the bandgap crystal of the following SMILES: C(C(OCCCCCCCCCC*)=O)CCCC(O*)=O,6.718
Predict the bandgap crystal of the following SMILES: *CCCCCCCCCCOC(=O)CCCCC(O*)=O,6.718
Predict the bandgap crystal of the following SMILES: *OC(CCCCC(=O)OCCCCCCCCCC*)=O,6.718
Predict the bandgap crystal of the following SMILES: C(=O)(CCCCC(=O)O*)OCCCCCCCCCC*,6.718
Predict the bandgap crystal of the following SMILES: O=C(OCCCCCCCCCC*)CCCCC(=O)O*,6.718
Predict the bandgap crystal of the following SMILES: C(CCCCCCOC(=O)CCCCC(O*)=O)CCC*,6.718
Predict the bandgap crystal of the following SMILES: c1c(Sc2ccc(*)cc2)ccc(-n2c(=O)c3cc4c(cc3c2=O)c(=O)n(*)c4=O)c1,2.3234
Predict the bandgap crystal of the following SMILES: c1(=O)c2c(c(=O)n1-c1ccc(Sc3ccc(*)cc3)cc1)cc1c(=O)n(*)c(=O)c1c2,2.3234
Predict the bandgap crystal of the following SMILES: c12c(cc3c(c1)c(=O)n(-c1ccc(Sc4ccc(*)cc4)cc1)c3=O)c(=O)n(*)c2=O,2.3234
Predict the bandgap crystal of the following SMILES: c1c(Sc2ccc(*)cc2)ccc(-n2c(=O)c3c(c2=O)cc2c(=O)n(*)c(=O)c2c3)c1,2.3234
Predict the bandgap crystal of the following SMILES: O=c1c2c(c(=O)n1*)cc1c(=O)n(-c3ccc(Sc4ccc(*)cc4)cc3)c(=O)c1c2,2.3234
Predict the bandgap crystal of the following SMILES: *c1ccc(Sc2ccc(-n3c(=O)c4cc5c(c(=O)n(*)c5=O)cc4c3=O)cc2)cc1,2.3234
Predict the bandgap crystal of the following SMILES: c1(=O)n(-c2ccc(Sc3ccc(*)cc3)cc2)c(=O)c2c1cc1c(c(=O)n(*)c1=O)c2,2.3234
Predict the bandgap crystal of the following SMILES: c1(=O)n(-c2ccc(Sc3ccc(*)cc3)cc2)c(=O)c2cc3c(=O)n(*)c(=O)c3cc12,2.3234
Predict the bandgap crystal of the following SMILES: c1c2c(cc3c(=O)n(-c4ccc(Sc5ccc(*)cc5)cc4)c(=O)c13)c(=O)n(*)c2=O,2.3234
Predict the bandgap crystal of the following SMILES: c1(*)ccc(Sc2ccc(-n3c(=O)c4cc5c(c(=O)n(*)c5=O)cc4c3=O)cc2)cc1,2.3234
Predict the bandgap crystal of the following SMILES: c1c(*)ccc(Sc2ccc(-n3c(=O)c4c(cc5c(=O)n(*)c(=O)c5c4)c3=O)cc2)c1,2.3234
Predict the bandgap crystal of the following SMILES: c1c2c(=O)n(-c3ccc(Sc4ccc(*)cc4)cc3)c(=O)c2cc2c1c(=O)n(*)c2=O,2.3234
Predict the bandgap crystal of the following SMILES: c12cc3c(c(=O)n(*)c3=O)cc1c(=O)n(-c1ccc(Sc3ccc(*)cc3)cc1)c2=O,2.3234
Predict the bandgap crystal of the following SMILES: c1cc(Sc2ccc(*)cc2)ccc1-n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(*)c1=O,2.3234
Predict the bandgap crystal of the following SMILES: c1(=O)c2cc3c(c(=O)n(*)c3=O)cc2c(=O)n1-c1ccc(Sc2ccc(*)cc2)cc1,2.3234
Predict the bandgap crystal of the following SMILES: c12c(cc3c(=O)n(*)c(=O)c3c1)c(=O)n(-c1ccc(Sc3ccc(*)cc3)cc1)c2=O,2.3234
Predict the bandgap crystal of the following SMILES: c1cc(Sc2ccc(-n3c(=O)c4c(c3=O)cc3c(c4)c(=O)n(*)c3=O)cc2)ccc1*,2.3234
Predict the bandgap crystal of the following SMILES: O=c1c2cc3c(c(=O)n(-c4ccc(Sc5ccc(*)cc5)cc4)c3=O)cc2c(=O)n1*,2.3234
Predict the bandgap crystal of the following SMILES: c1cc(Sc2ccc(*)cc2)ccc1-n1c(=O)c2c(c1=O)cc1c(c(=O)n(*)c1=O)c2,2.3234
Predict the bandgap crystal of the following SMILES: c1(Sc2ccc(-n3c(=O)c4cc5c(cc4c3=O)c(=O)n(*)c5=O)cc2)ccc(*)cc1,2.3234
Predict the bandgap crystal of the following SMILES: *C1C2CC(C(C)C2)C1*,6.7713
Predict the bandgap crystal of the following SMILES: C12C(*)C(*)C(CC1C)C2,6.7713
Predict the bandgap crystal of the following SMILES: C1C2C(*)C(*)C(C1C)C2,6.7713
Predict the bandgap crystal of the following SMILES: C1(*)C2C(C)CC(C2)C1*,6.7713
Predict the bandgap crystal of the following SMILES: C12C(*)C(*)C(C1)CC2C,6.7713
Predict the bandgap crystal of the following SMILES: *C1C(*)C2CC1CC2C,6.7713
Predict the bandgap crystal of the following SMILES: *C1C(*)C2C(C)CC1C2,6.7713
Predict the bandgap crystal of the following SMILES: C1(*)C(*)C2C(C)CC1C2,6.7713
Predict the bandgap crystal of the following SMILES: *C1C(*)C2CC1C(C)C2,6.7713
Predict the bandgap crystal of the following SMILES: C1C2C(C)CC1C(*)C2*,6.7713
Predict the bandgap crystal of the following SMILES: C12CC(C)C(C1)C(*)C2*,6.7713
Predict the bandgap crystal of the following SMILES: C12C(C)CC(C(*)C1*)C2,6.7713
Predict the bandgap crystal of the following SMILES: C12CC(C)C(C1)C(*)C2*,6.7713
Predict the bandgap crystal of the following SMILES: CC1C2C(*)C(*)C(C1)C2,6.7713
Predict the bandgap crystal of the following SMILES: C1(*)C2CC(C1*)CC2C,6.7713
Predict the bandgap crystal of the following SMILES: C1(*)C(*)C2CC1CC2C,6.7713
Predict the bandgap crystal of the following SMILES: C1(C)C2CC(C(*)C2*)C1,6.7713
Predict the bandgap crystal of the following SMILES: C12CC(C(C)C1)C(*)C2*,6.7713
Predict the bandgap crystal of the following SMILES: C1(*)C(*)C2CC1C(C)C2,6.7713
Predict the bandgap crystal of the following SMILES: *C1C(*)C2CC1CC2C,6.7713
Predict the bandgap crystal of the following SMILES: *C(C(NCCO)=O)C*,5.7124
Predict the bandgap crystal of the following SMILES: C(=O)(C(C*)*)NCCO,5.7124
Predict the bandgap crystal of the following SMILES: *C(C(NCCO)=O)C*,5.7124
Predict the bandgap crystal of the following SMILES: N(CCO)C(C(C*)*)=O,5.7124
Predict the bandgap crystal of the following SMILES: C(NC(C(C*)*)=O)CO,5.7124
Predict the bandgap crystal of the following SMILES: C(CNC(C(C*)*)=O)O,5.7124
Predict the bandgap crystal of the following SMILES: C(NC(C(C*)*)=O)CO,5.7124
Predict the bandgap crystal of the following SMILES: OCCNC(=O)C(C*)*,5.7124
Predict the bandgap crystal of the following SMILES: C(C(=O)NCCO)(*)C*,5.7124
Predict the bandgap crystal of the following SMILES: OCCNC(C(*)C*)=O,5.7124
Predict the bandgap crystal of the following SMILES: N(C(=O)C(C*)*)CCO,5.7124
Predict the bandgap crystal of the following SMILES: *CC(*)C(NCCO)=O,5.7124
Predict the bandgap crystal of the following SMILES: N(C(=O)C(*)C*)CCO,5.7124
Predict the bandgap crystal of the following SMILES: O=C(NCCO)C(C*)*,5.7124
Predict the bandgap crystal of the following SMILES: *CC(C(NCCO)=O)*,5.7124
Predict the bandgap crystal of the following SMILES: C(C(NCCO)=O)(*)C*,5.7124
Predict the bandgap crystal of the following SMILES: *CC(C(NCCO)=O)*,5.7124
Predict the bandgap crystal of the following SMILES: C(O)CNC(=O)C(C*)*,5.7124
Predict the bandgap crystal of the following SMILES: OCCNC(=O)C(*)C*,5.7124
Predict the bandgap crystal of the following SMILES: N(C(=O)C(C*)*)CCO,5.7124
Predict the bandgap crystal of the following SMILES: CCCC(C*)*,7.2705
Predict the bandgap crystal of the following SMILES: C(*)C(*)CCC,7.2705
Predict the bandgap crystal of the following SMILES: C(CC(C*)*)C,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(*)C*,7.2705
Predict the bandgap crystal of the following SMILES: C(C(CCC)*)*,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(*)C*,7.2705
Predict the bandgap crystal of the following SMILES: C(C(C*)*)CC,7.2705
Predict the bandgap crystal of the following SMILES: C(*)(C*)CCC,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(C*)*,7.2705
Predict the bandgap crystal of the following SMILES: C(C(CCC)*)*,7.2705
Predict the bandgap crystal of the following SMILES: *CC(*)CCC,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(*)C*,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(C*)*,7.2705
Predict the bandgap crystal of the following SMILES: C(C(*)CCC)*,7.2705
Predict the bandgap crystal of the following SMILES: *CC(*)CCC,7.2705
Predict the bandgap crystal of the following SMILES: CCCC(*)C*,7.2705
Predict the bandgap crystal of the following SMILES: C(CC)C(*)C*,7.2705
Predict the bandgap crystal of the following SMILES: C(*)C(CCC)*,7.2705
Predict the bandgap crystal of the following SMILES: *CC(CCC)*,7.2705
Predict the bandgap crystal of the following SMILES: C(C(*)C*)CC,7.2705
Predict the bandgap crystal of the following SMILES: C(C)(C)(C(c1cc([N+]([O-])=O)ccc1)O*)C(*)=O,3.7458
Predict the bandgap crystal of the following SMILES: c1cc([N+](=O)[O-])cc(C(O*)C(C)(C)C(=O)*)c1,3.7458
Predict the bandgap crystal of the following SMILES: CC(C)(C(*)=O)C(O*)c1cc([N+]([O-])=O)ccc1,3.7458
Predict the bandgap crystal of the following SMILES: c1([N+]([O-])=O)cccc(C(O*)C(C(*)=O)(C)C)c1,3.7458
Predict the bandgap crystal of the following SMILES: C(c1cc([N+](=O)[O-])ccc1)(O*)C(C)(C(*)=O)C,3.7458
Predict the bandgap crystal of the following SMILES: CC(C(=O)*)(C(O*)c1cc([N+]([O-])=O)ccc1)C,3.7458
Predict the bandgap crystal of the following SMILES: *OC(C(C)(C)C(=O)*)c1cccc([N+]([O-])=O)c1,3.7458
Predict the bandgap crystal of the following SMILES: O(C(C(C)(C)C(=O)*)c1cccc([N+](=O)[O-])c1)*,3.7458
Predict the bandgap crystal of the following SMILES: c1c([N+](=O)[O-])cccc1C(C(C)(C)C(*)=O)O*,3.7458
Predict the bandgap crystal of the following SMILES: c1cc(C(O*)C(C(*)=O)(C)C)cc([N+]([O-])=O)c1,3.7458
Predict the bandgap crystal of the following SMILES: C(C(*)=O)(C)(C(O*)c1cc([N+]([O-])=O)ccc1)C,3.7458
Predict the bandgap crystal of the following SMILES: C(*)(C(C)(C)C(O*)c1cc([N+]([O-])=O)ccc1)=O,3.7458
Predict the bandgap crystal of the following SMILES: c1ccc(C(O*)C(C)(C(*)=O)C)cc1[N+]([O-])=O,3.7458
Predict the bandgap crystal of the following SMILES: c1cc(C(O*)C(C)(C)C(*)=O)cc([N+](=O)[O-])c1,3.7458
Predict the bandgap crystal of the following SMILES: *C(C(C)(C)C(c1cccc([N+]([O-])=O)c1)O*)=O,3.7458
Predict the bandgap crystal of the following SMILES: C(C)(C(c1cc([N+]([O-])=O)ccc1)O*)(C(=O)*)C,3.7458
Predict the bandgap crystal of the following SMILES: O=[N+](c1cc(C(C(C)(C)C(*)=O)O*)ccc1)[O-],3.7458
Predict the bandgap crystal of the following SMILES: CC(C(O*)c1cccc([N+](=O)[O-])c1)(C)C(=O)*,3.7458
Predict the bandgap crystal of the following SMILES: c1c([N+]([O-])=O)cccc1C(O*)C(C)(C(=O)*)C,3.7458
Predict the bandgap crystal of the following SMILES: c1cc(C(C(C(*)=O)(C)C)O*)cc([N+]([O-])=O)c1,3.7458
Predict the bandgap crystal of the following SMILES: C(=O)(N*)C(NCCCNC(CCCCCCCC(=O)NCCC*)=O)=O,4.6809
Predict the bandgap crystal of the following SMILES: N(CCCNC(=O)CCCCCCCC(NCCC*)=O)C(=O)C(N*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CCCCCC(NCCCNC(=O)C(=O)N*)=O)CC(NCCC*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CCNC(CCCCCCCC(=O)NCCC*)=O)NC(C(N*)=O)=O,4.6809
Predict the bandgap crystal of the following SMILES: O=C(NCCCNC(CCCCCCCC(NCCC*)=O)=O)C(N*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CCCCCC(=O)NCCCNC(C(=O)N*)=O)CC(=O)NCCC*,4.6809
Predict the bandgap crystal of the following SMILES: C(CNC(=O)CCCCCCCC(NCCCNC(C(=O)N*)=O)=O)C*,4.6809
Predict the bandgap crystal of the following SMILES: O=C(C(=O)N*)NCCCNC(=O)CCCCCCCC(NCCC*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CCCCC(=O)NCCC*)CCC(=O)NCCCNC(C(=O)N*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(C(NCCCNC(C(N*)=O)=O)=O)CCCCCCC(NCCC*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CCCCCCCC(=O)NCCCNC(=O)C(N*)=O)(=O)NCCC*,4.6809
Predict the bandgap crystal of the following SMILES: C(CCCCC(NCCCNC(=O)C(=O)N*)=O)CCC(=O)NCCC*,4.6809
Predict the bandgap crystal of the following SMILES: O=C(CCCCCCCC(=O)NCCCNC(C(N*)=O)=O)NCCC*,4.6809
Predict the bandgap crystal of the following SMILES: C(C*)CNC(CCCCCCCC(=O)NCCCNC(=O)C(=O)N*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(NC(=O)CCCCCCCC(NCCC*)=O)CCNC(C(=O)N*)=O,4.6809
Predict the bandgap crystal of the following SMILES: C(CNC(=O)CCCCCCCC(NCCCNC(C(=O)N*)=O)=O)C*,4.6809
Predict the bandgap crystal of the following SMILES: *CCCNC(CCCCCCCC(NCCCNC(=O)C(N*)=O)=O)=O,4.6809
Predict the bandgap crystal of the following SMILES: *CCCNC(=O)CCCCCCCC(NCCCNC(C(N*)=O)=O)=O,4.6809
Predict the bandgap crystal of the following SMILES: *CCCNC(CCCCCCCC(NCCCNC(=O)C(=O)N*)=O)=O,4.6809
Predict the bandgap crystal of the following SMILES: O=C(CCCCCCCC(NCCCNC(C(N*)=O)=O)=O)NCCC*,4.6809
Predict the bandgap crystal of the following SMILES: C(N*)NC*,6.3053
Predict the bandgap crystal of the following SMILES: N(CNC*)*,6.3053
Predict the bandgap crystal of the following SMILES: C(*)NCN*,6.3053
Predict the bandgap crystal of the following SMILES: C(NC*)N*,6.3053
Predict the bandgap crystal of the following SMILES: C(N*)NC*,6.3053
Predict the bandgap crystal of the following SMILES: N(CNC*)*,6.3053
Predict the bandgap crystal of the following SMILES: *CNCN*,6.3053
Predict the bandgap crystal of the following SMILES: N(C*)CN*,6.3053
Predict the bandgap crystal of the following SMILES: N(C*)CN*,6.3053
Predict the bandgap crystal of the following SMILES: *CNCN*,6.3053
Predict the bandgap crystal of the following SMILES: *CNCN*,6.3053
Predict the bandgap crystal of the following SMILES: *NCNC*,6.3053
Predict the bandgap crystal of the following SMILES: *CNCN*,6.3053
Predict the bandgap crystal of the following SMILES: N(C*)CN*,6.3053
Predict the bandgap crystal of the following SMILES: *NCNC*,6.3053
Predict the bandgap crystal of the following SMILES: *CNCN*,6.3053
Predict the bandgap crystal of the following SMILES: C(N*)NC*,6.3053
Predict the bandgap crystal of the following SMILES: N(CN*)C*,6.3053
Predict the bandgap crystal of the following SMILES: N(CNC*)*,6.3053
Predict the bandgap crystal of the following SMILES: C(NC*)N*,6.3053
Predict the bandgap crystal of the following SMILES: CCOC(=O)C(*)C*,6.7935
Predict the bandgap crystal of the following SMILES: *C(C(=O)OCC)C*,6.7935
Predict the bandgap crystal of the following SMILES: *C(C*)C(OCC)=O,6.7935
Predict the bandgap crystal of the following SMILES: C(OCC)(C(*)C*)=O,6.7935
Predict the bandgap crystal of the following SMILES: C(C(C*)*)(OCC)=O,6.7935
Predict the bandgap crystal of the following SMILES: *CC(C(=O)OCC)*,6.7935
Predict the bandgap crystal of the following SMILES: C(C*)(*)C(=O)OCC,6.7935
Predict the bandgap crystal of the following SMILES: C(*)C(C(=O)OCC)*,6.7935
Predict the bandgap crystal of the following SMILES: *C(C*)C(OCC)=O,6.7935
